-19.7999992370605,-7.30000019073486,-7.40000009536743
-19.7999992370605,-8.89999961853027,-6.5
-18.6000003814697,-7.69999980926514,-7.09999990463257
-17.1000003814697,-6.80000019073486,-6.5
-18.3999996185303,-7.09999990463257,-4.69999980926514
-18.7999992370605,-7.59999990463257,-5.90000009536743
-20.1000003814697,-8.10000038146973,-7.09999990463257
-20.8999996185303,-6.40000009536743,-8.69999980926514
-18.6000003814697,-6,-9.89999961853027
-18,-2.79999995231628,-8.5
-18.6000003814697,-5.19999980926514,-8.39999961853027
-17.6000003814697,-4.5,-6.90000009536743
-18.5,-2.90000009536743,-7.90000009536743
-19,-4.5,-9.10000038146973
-19.5,-5,-9.30000019073486
-19.8999996185303,-6.80000019073486,-8
-19.3999996185303,-6.90000009536743,-8.60000038146973
-20.6000003814697,-7.19999980926514,-9.19999980926514
-18.7000007629395,-9.19999980926514,-6.69999980926514
-20.1000003814697,-9.10000038146973,-6.19999980926514
-18.7000007629395,-7.80000019073486,-7.80000019073486
-17.2999992370605,-8.69999980926514,-7.59999990463257
-15.6000003814697,-11,-6.80000019073486
-13.6999998092651,-8.39999961853027,-6.30000019073486
-15.6000003814697,-6.80000019073486,-5
-17,-8.69999980926514,-3.79999995231628
-17,-10.3000001907349,-5.09999990463257
-17.7000007629395,-10,-6
-17.3999996185303,-9.19999980926514,-7.30000019073486
-18.7000007629395,-9,-7.90000009536743
-19.3999996185303,-10.3000001907349,-9.30000019073486
-19.1000003814697,-9.60000038146973,-6.80000019073486
-19.2999992370605,-10.1000003814697,-8
-17.6000003814697,-10.1000003814697,-9.19999980926514
-18.2000007629395,-7,-7.59999990463257
-19.5,-9.19999980926514,-8.60000038146973
-20.3999996185303,-8,-7.40000009536743
-22.7000007629395,-7,-8.5
-21.7999992370605,-6.59999990463257,-7
-21.5,-6.5,-5
-22.5,-8.39999961853027,-5.40000009536743
-20.8999996185303,-8.80000019073486,-5.19999980926514
-20.6000003814697,-6.69999980926514,-7.19999980926514
-21.8999996185303,-6.19999980926514,-6.90000009536743
-22.3999996185303,-4.90000009536743,-5.80000019073486
-22,-5.59999990463257,-8.19999980926514
-23.2999992370605,-5.09999990463257,-9.69999980926514
-22,-5.30000019073486,-11.3000001907349
-22.3999996185303,-5.59999990463257,-11.5
-23,-3.79999995231628,-8.5
-25.3999996185303,-6.69999980926514,-7
-23.6000003814697,-6.09999990463257,-5.30000019073486
-23.6000003814697,-6.40000009536743,-8.89999961853027
-25.1000003814697,-5.69999980926514,-7.40000009536743
-23,-4.80000019073486,-6.40000009536743
-23.1000003814697,-5.69999980926514,-7.30000019073486
-22.8999996185303,-5.40000009536743,-4.90000009536743
-24.2999992370605,-5.5,-5.40000009536743
-20.7999992370605,-5.59999990463257,-6.59999990463257
-20.3999996185303,-4.5,-6.69999980926514
-20.6000003814697,-6.30000019073486,-5.59999990463257
-20.5,-6.19999980926514,-6
-22.2000007629395,-6.59999990463257,-9
-22.5,-7.5,-10.1999998092651
-22.2000007629395,-7.19999980926514,-7.30000019073486
-19,-7.30000019073486,-5.40000009536743
-17.7999992370605,-5.19999980926514,-4.30000019073486
-18.7000007629395,-6.09999990463257,-5.69999980926514
-14.8999996185303,-7.40000009536743,-5.80000019073486
-16.1000003814697,-6.59999990463257,-7.90000009536743
-17.7000007629395,-8.39999961853027,-9.60000038146973
-17.6000003814697,-7.5,-8
-19.7000007629395,-5.5,-9.89999961853027
-18.6000003814697,-3.90000009536743,-7.90000009536743
-17.2000007629395,-4.80000019073486,-6.90000009536743
-18.2000007629395,-6.69999980926514,-6.80000019073486
-18.7999992370605,-5.5,-4.69999980926514
-18.2000007629395,-5.30000019073486,-5.19999980926514
-16.6000003814697,-4.59999990463257,-4.19999980926514
-16.6000003814697,-3.20000004768372,-4.80000019073486
-19.2000007629395,-4.40000009536743,-7.30000019073486
-19.3999996185303,-4.40000009536743,-9.10000038146973
-18.7999992370605,-4.90000009536743,-9.89999961853027
-16.2000007629395,-5.09999990463257,-7.59999990463257
-15.6000003814697,-2.09999990463257,-7.80000019073486
-17,-4.09999990463257,-7.80000019073486
-17.5,-3.5,-5.59999990463257
-18,-4.19999980926514,-7.59999990463257
-16.3999996185303,-4.19999980926514,-6.90000009536743
-15.3000001907349,-3.09999990463257,-5.19999980926514
-15.6999998092651,-5,-8
-16.7000007629395,-4.69999980926514,-8.19999980926514
-17.2000007629395,-3.09999990463257,-7.80000019073486
-18.7000007629395,-6.30000019073486,-7.80000019073486
-16.7999992370605,-6.80000019073486,-7.19999980926514
-16.7000007629395,-7.80000019073486,-5.59999990463257
-16.1000003814697,-7,-4.09999990463257
-17.7999992370605,-5.40000009536743,-4.80000019073486
-17.5,-5,-5
-14.1999998092651,-4.30000019073486,-4.19999980926514
-15,-3.79999995231628,-7.19999980926514
-15.3000001907349,-4.80000019073486,-6.69999980926514
-15.8999996185303,-2.59999990463257,-9.30000019073486
-16.2999992370605,-2.29999995231628,-9.60000038146973
-15.6999998092651,-2.40000009536743,-8.60000038146973
-15.3000001907349,-3.70000004768372,-8.10000038146973
-17.7000007629395,-4.40000009536743,-5
-18.7999992370605,-5.30000019073486,-5.69999980926514
-20.2000007629395,-6.19999980926514,-5.59999990463257
-20.1000003814697,-5.30000019073486,-6.5
-18.1000003814697,-6.09999990463257,-8.5
-19.2999992370605,-5.59999990463257,-8.60000038146973
-20.8999996185303,-4.69999980926514,-11
-21.2999992370605,-4.40000009536743,-13.3999996185303
-23,-3.59999990463257,-12.6000003814697
-20.8999996185303,-4.69999980926514,-11.5
-20.7999992370605,-4.30000019073486,-9.30000019073486
-21.3999996185303,-5,-8.69999980926514
-20.7000007629395,-6.19999980926514,-8.5
-20,-4,-7.59999990463257
-19.7000007629395,-4.59999990463257,-8.89999961853027
-20.2000007629395,-3.59999990463257,-9.19999980926514
-19.6000003814697,-2.40000009536743,-10.8000001907349
-19.1000003814697,-4.40000009536743,-10.6999998092651
-19.5,-4.09999990463257,-9.69999980926514
-20.2999992370605,-5.90000009536743,-9.10000038146973
-21.3999996185303,-6.5,-9.5
-21.3999996185303,-5.09999990463257,-10.1999998092651
-19.6000003814697,-5.09999990463257,-9.60000038146973
-18.6000003814697,-5.09999990463257,-7.90000009536743
-19,-6.30000019073486,-8.5
-18.7999992370605,-7.30000019073486,-6.09999990463257
-19.1000003814697,-8,-7.40000009536743
-19.2000007629395,-7.09999990463257,-8.30000019073486
-19.8999996185303,-7.69999980926514,-7.80000019073486
-18,-8.30000019073486,-7.40000009536743
-18.5,-6.5,-8.39999961853027
-19,-4.30000019073486,-7.5
-17.2000007629395,-4.09999990463257,-6.59999990463257
-19,-3.09999990463257,-7.30000019073486
-20,-2.29999995231628,-8.39999961853027
-20.5,-2.20000004768372,-7.59999990463257
-19.6000003814697,-2.40000009536743,-6.69999980926514
-19,-3.20000004768372,-5.40000009536743
-18.7999992370605,-3.20000004768372,-5.40000009536743
-18.5,-3.59999990463257,-5.69999980926514
-17.5,-2,-4.69999980926514
-15.8999996185303,-1.29999995231628,-5.19999980926514
-16.3999996185303,-1.39999997615814,-5.5
-17.5,-1.29999995231628,-6.80000019073486
-17.7000007629395,-2.09999990463257,-8.5
-18.7000007629395,-1.10000002384186,-7.19999980926514
-18.7999992370605,-1.79999995231628,-9
-17.3999996185303,-0.300000011920929,-9.89999961853027
-18.6000003814697,0.899999976158142,-10
-18,-3.20000004768372,-10.3000001907349
-16.7000007629395,-1.89999997615814,-10.6000003814697
-18.3999996185303,-0.800000011920929,-9.10000038146973
-18.2000007629395,0.200000002980232,-7.09999990463257
-16.7999992370605,-0.699999988079071,-6.90000009536743
-18,-4.5,-7.90000009536743
-18,-3.59999990463257,-7
-18.7000007629395,-2,-11.1000003814697
-19.2000007629395,-1,-11
-18.1000003814697,-1.60000002384186,-9.5
-17.2000007629395,-2.70000004768372,-9
-16.7000007629395,-0.5,-5.40000009536743
-16.6000003814697,-1.5,-4.69999980926514
-16.6000003814697,0.5,-6.90000009536743
-16.7000007629395,1.70000004768372,-5.5
-16.1000003814697,-1.20000004768372,-5.19999980926514
-15.8000001907349,-2.70000004768372,-6.09999990463257
-17.2000007629395,-2.5,-6.59999990463257
-18.3999996185303,-2.70000004768372,-5.19999980926514
-20.1000003814697,-1.79999995231628,-4.69999980926514
-19.8999996185303,-2.29999995231628,-2.59999990463257
-19.2999992370605,-0.699999988079071,-3.09999990463257
-20,-0.400000005960464,-6.5
-20.6000003814697,0,-5.90000009536743
-18.5,-0.800000011920929,-3.90000009536743
-18.7999992370605,-0.600000023841858,-3.90000009536743
-19.3999996185303,0.800000011920929,-5.59999990463257
-19.2000007629395,1.60000002384186,-5.80000019073486
-18.8999996185303,0.300000011920929,-4.69999980926514
-19.3999996185303,-0.100000001490116,-3.29999995231628
-20.7000007629395,-1.39999997615814,-3.79999995231628
-21.1000003814697,-0.400000005960464,-3.70000004768372
-20.7000007629395,0.200000002980232,-5.09999990463257
-21.1000003814697,-2.20000004768372,-5.09999990463257
-22.2000007629395,-1.89999997615814,-6
-22.5,-0.699999988079071,-4.59999990463257
-20.3999996185303,-1.5,-4.80000019073486
-19.7999992370605,-2.79999995231628,-6.5
-19.6000003814697,-3.29999995231628,-7.80000019073486
-19,-3.09999990463257,-5.69999980926514
-18.1000003814697,-3,-7.30000019073486
-18.6000003814697,-4.30000019073486,-5.90000009536743
-19.8999996185303,-3.90000009536743,-6.40000009536743
-20.3999996185303,-3.5,-7.30000019073486
-19.6000003814697,-4.19999980926514,-8.10000038146973
-19.7000007629395,-6.80000019073486,-8.60000038146973
-17,-8.80000019073486,-6.19999980926514
-15.3000001907349,-7.40000009536743,-5.19999980926514
-15.6999998092651,-7.30000019073486,-4.90000009536743
-16.8999996185303,-5.30000019073486,-3.29999995231628
-15.6999998092651,-7.5,-3.90000009536743
-14.8000001907349,-5.09999990463257,-5
-18.5,-1.89999997615814,-7.90000009536743
-20.1000003814697,-2.79999995231628,-9.89999961853027
-21.1000003814697,-2.5,-10.6000003814697
-21.7000007629395,-5.09999990463257,-11.8999996185303
-21.7999992370605,-5,-10.3000001907349
-21.6000003814697,-4.90000009536743,-10.1000003814697
-20.5,-4.5,-10.3000001907349
-17.7999992370605,-2.90000009536743,-7.80000019073486
-16.2999992370605,-3.70000004768372,-7.90000009536743
-17,-1.89999997615814,-5.90000009536743
-19.7999992370605,-2.59999990463257,-6.59999990463257
-19.2999992370605,-3.20000004768372,-6.40000009536743
-20.7000007629395,-2.70000004768372,-4.30000019073486
-22.5,-3,-2.90000009536743
-21.5,-4.19999980926514,-0.699999988079071
-21.7999992370605,-4,-1.39999997615814
-19.2000007629395,-2.20000004768372,-2
-17.2999992370605,-2.29999995231628,-2.90000009536743
-18.1000003814697,-2.90000009536743,-5.09999990463257
-18.7999992370605,-2.5,-4.40000009536743
-19.1000003814697,-2.09999990463257,-5.30000019073486
-20.6000003814697,-0.600000023841858,-4.5
-21.7000007629395,-0.699999988079071,-5.09999990463257
-19.2999992370605,-1.39999997615814,-5.5
-21.6000003814697,-1.10000002384186,-3.40000009536743
-24.7999992370605,-0.100000001490116,-4.19999980926514
-21.7999992370605,0.200000002980232,-4.09999990463257
-20,0.400000005960464,-4.59999990463257
-17.7999992370605,-2.79999995231628,-6.90000009536743
-16.6000003814697,-2.70000004768372,-6.40000009536743
-17.6000003814697,-3.20000004768372,-5.59999990463257
-17.5,-3.90000009536743,-5.09999990463257
-18.5,-2.09999990463257,-4.90000009536743
-18.5,-2.79999995231628,-6.40000009536743
-20.7000007629395,-2.70000004768372,-4.30000019073486
-22.2999992370605,-2.40000009536743,-4.30000019073486
-22.5,-3.40000009536743,-3.59999990463257
-22.2999992370605,-4.30000019073486,-3.5
-20.3999996185303,-3.09999990463257,-3.90000009536743
-21.3999996185303,-0.5,-4.69999980926514
-21.2000007629395,-0.300000011920929,-7.69999980926514
-18.2999992370605,-1.89999997615814,-8.80000019073486
-15.8999996185303,-0.100000001490116,-6.5
-15.8999996185303,-2.20000004768372,-6.30000019073486
-17.6000003814697,-2.59999990463257,-4.30000019073486
-20.7000007629395,-2.20000004768372,-4.5
-20,-2.29999995231628,-4.40000009536743
-19.2000007629395,-2.20000004768372,-4.5
-18.2999992370605,-2.79999995231628,-5.90000009536743
-16.1000003814697,-3.29999995231628,-5.09999990463257
-15.5,-1.5,-5.40000009536743
