8.19999980926514,-4.80000019073486,-6.59999990463257,0.5,2.20000004768372
7.5,-4.19999980926514,-6.09999990463257,1.20000004768372,2.70000004768372
6.59999990463257,-3.59999990463257,-7.40000009536743,0.800000011920929,2.09999990463257
7.90000009536743,-5.19999980926514,-6.69999980926514,-0.300000011920929,4.09999990463257
9,-6.69999980926514,-6.69999980926514,0,4
9.30000019073486,-4.19999980926514,-8.5,-1,1.60000002384186
8.30000019073486,-5.30000019073486,-6.19999980926514,0.899999976158142,2.5
7.69999980926514,-5.69999980926514,-4.30000019073486,1.20000004768372,2.40000009536743
8.10000038146973,-5.90000009536743,-2.90000009536743,1.60000002384186,3
6.59999990463257,-5.90000009536743,-1.39999997615814,0.899999976158142,1.79999995231628
4.80000019073486,-4.5,-1.70000004768372,1.60000002384186,1.60000002384186
5.5,-4.5,-0.400000005960464,4,1.39999997615814
7.5,-7.19999980926514,-2.09999990463257,3.5,1.89999997615814
8.10000038146973,-9.19999980926514,-2.09999990463257,2.90000009536743,3.29999995231628
6,-7.19999980926514,-2.59999990463257,1.5,1.89999997615814
5.69999980926514,-5,-3.40000009536743,0.699999988079071,1.39999997615814
6.5,-5.80000019073486,-2.79999995231628,0.899999976158142,1.10000002384186
7.30000019073486,-5.90000009536743,-2.70000004768372,0.899999976158142,1.5
5.69999980926514,-4,-2.5,0.200000002980232,1.29999995231628
7.80000019073486,-4.59999990463257,-1.20000004768372,0.400000005960464,0.200000002980232
9.19999980926514,-5.40000009536743,-2.29999995231628,-0.100000001490116,-0.800000011920929
8.89999961853027,-3.79999995231628,-2.20000004768372,0.800000011920929,-0.300000011920929
7.09999990463257,-1.89999997615814,-2.79999995231628,-1,-2.5
7.19999980926514,-1.20000004768372,-2.20000004768372,-0.5,-2.20000004768372
5.90000009536743,-2.59999990463257,-2.79999995231628,-2.40000009536743,-1.89999997615814
6.19999980926514,-3.29999995231628,-3.29999995231628,-2.79999995231628,-2
6.19999980926514,-4.90000009536743,-1.39999997615814,-1.5,-1.89999997615814
5.80000019073486,-4.80000019073486,-3.40000009536743,-0.600000023841858,-2.79999995231628
7.69999980926514,-5.5,-3.59999990463257,1.5,-2.70000004768372
4.59999990463257,-4.69999980926514,-3.5,-0.800000011920929,-1.70000004768372
5.69999980926514,-4.40000009536743,-4.80000019073486,-2.79999995231628,-0.200000002980232
7.69999980926514,-4.90000009536743,-4.30000019073486,-3.40000009536743,-0.600000023841858
4.09999990463257,-5.19999980926514,-4,-1.29999995231628,-1.5
4.59999990463257,-5.80000019073486,-2.79999995231628,-0.100000001490116,0.300000011920929
7.69999980926514,-6.90000009536743,-3,-0.100000001490116,-1
8.89999961853027,-7.90000009536743,-3.09999990463257,-1,0.600000023841858
6,-5.30000019073486,-3.09999990463257,1.39999997615814,1.60000002384186
5.5,-3.90000009536743,-2.79999995231628,1.60000002384186,1.39999997615814
6.90000009536743,-2.59999990463257,-2.70000004768372,3.5,4.40000009536743
7.40000009536743,-3.90000009536743,-1.79999995231628,1.20000004768372,3.40000009536743
8.89999961853027,-3.09999990463257,-2.29999995231628,-0.400000005960464,1.39999997615814
